   93.4457   144.8540
   74.0021   161.4139
   53.9636   151.4227
   30.4408   136.5676
   85.1124   123.2788
   84.7715   156.4910
   46.8952   144.3229
   71.0610   103.8358
   44.6496   136.3878
   33.3252   144.6419
  -53.4839    63.4129
   58.5275   161.1581
 -131.4000   140.1032
   12.3203   171.4729
   55.8930   145.6268
   57.4934   151.1187
   14.6528   129.8014
   18.1863   150.3105
   -7.8588   131.8475
  -19.8414   151.4569
   18.6710   151.3650
   20.1305   170.9448
    0.0949   145.5489
  -11.1136    94.6897
   25.2428   171.3690
    8.8727   156.7829
   23.2260   170.0408
    7.7899   168.4646
  -10.6352   143.2768
    4.3774   156.2226
   52.6588   131.8377
   43.1750   128.0650
   23.6171  -179.1341
   30.4709   126.8057
   11.4766   106.4454
   23.9945   141.9231
   26.0259   107.7472
   26.0508   136.5133
   25.2760   143.3802
   29.1858   131.4881
   49.8044   149.5614
   36.5208  -163.4481
   46.9316  -176.3752
   45.6995   133.9866
   48.8361   149.9545
  -14.9675  -157.6276
   24.2061   131.4869
   62.4919   155.3553
   33.9193   135.4825
   46.8940   134.5483
   13.4127    96.7254
   -3.1271   134.4613
   -5.7291   157.9190
   23.0757   176.3299
   17.2066   150.3529
   24.9094   153.8472
    2.0738   141.6221
   33.6101  -159.7890
   14.7107   127.9061
  -53.2721    90.3964
   -2.9791   146.0560
  -25.1559   157.5492
  -46.8550   105.7695
  -87.1973   139.1873
 -126.2471   141.3479
 -129.9326   135.5463
  -72.6037    93.9184
  -59.7433   147.2608
   43.3850   156.3291
  -66.4471    65.5080
  -62.9604   107.5620
    1.8087   169.2342
  -69.9426   122.3444
  -82.6997   143.1662
   26.7191   141.3560
   37.7350   150.6002
  -53.7632   121.8024
    7.9319   154.7952
   20.9236   133.9587
   13.8391   139.0229
  115.5952   122.1113
  106.6280   155.2971
  109.3431   172.3780
   79.1047    81.4812
   53.8248   151.5121
   52.8012   148.2995
   49.2038   135.7788
   76.8457   153.1049
   -1.1199    79.3569
   60.6227   175.2060
   60.7582   125.2901
   86.2183   146.7162
   65.7733  -161.5990
   70.1615   174.9565
   44.6959   165.8777
  143.2810   139.1267
   75.3079   158.8873
   98.0976   126.4393
   75.9540   135.6485
   60.9214   157.8898
 -151.4242   148.6166
   64.4221   175.8261
  100.1174   178.3109
   73.0729   111.8043
   34.4523   147.0487
   58.8711  -178.5468
  109.8692   156.8973
  111.6479   144.6570
  112.3682   168.1194
   69.7682    93.7381
  -29.7797   152.5216
   46.5578   130.1910
  120.8183   164.8308
   82.6616   153.0047
   94.5203   156.9859
   76.8859   151.4959
   39.2846   127.9384
   11.3522   146.4566
    7.5416   146.9998
   43.0928   140.8794
   54.2842   142.8818
   32.0776   120.6415
   29.8539   147.5839
   54.3117  -179.0878
   65.8505   140.3629
   40.6916    96.0968
   48.3208   144.7032
   57.7302   138.3896
   25.8070   103.5311
    2.0909   130.5496
    8.0999   141.3241
   18.1534   154.0002
   63.6467   147.3233
  108.5110   146.7648
   -6.5353   109.2073
   48.6806   133.7703
   25.1242   135.3741
    7.2182   157.0496
   33.2622   149.9915
   63.8164   163.7352
   25.0242   158.7871
   34.1700   152.2308
  -20.2174   168.8597
   21.2018   136.8800
   39.0378   171.1588
  -48.0156   100.0160
   29.3123   179.5711
  -53.3291   151.8639
  -87.9368   118.8269
  -80.8083   142.8822
  -33.0225   121.4454
  -50.1489    91.5720
   19.8562   124.7515
  -59.9406   138.5865
  -54.9079   128.6184
  -50.4748   142.7083
  -36.1004   124.6041
  -12.1390   140.0197
  -20.0191   159.5604
   20.0079   150.8711
  -42.8289   143.3689
  -18.8364   123.4856
   36.4321   149.2913
   24.5904   144.9834
   32.0096   145.0151
   48.2750   171.4846
 -104.5445   136.9052
 -120.3621   144.1208
   71.8808   133.6663
   39.3271   147.5141
   39.0245   157.7593
   30.2241   153.9580
  -15.1920   163.4877
  -22.1462   152.4922
  -50.3510   152.9997
  -37.8547   161.4882
  -47.0705   129.0085
  -44.3820   147.3869
  -25.5849   154.7319
   10.2304   163.1368
  -13.8146   130.7534
   70.4887   147.7508
 -174.2868   110.2194
 -107.2698   136.3070
   -1.5696   124.0853
   84.3280   166.8596
   39.5612    95.1068
   22.1809   152.0375
    4.4700   163.2068
   18.0617   157.1711
   -2.0982   105.3407
  -29.4747  -173.4886
   -9.8229   155.1939
   39.9874   136.8558
   45.5977   149.7758
   41.4594   163.0170
   41.8113   149.6067
   25.0793   130.0540
  -14.5641   138.3468
  -33.7528   163.3776
  -11.8511   151.7194
    7.2490   160.4316
    1.5588   159.3006
   30.3535   142.3195
   32.3491   132.2747
   12.9859   163.3867
   -1.8391   163.3369
  -37.1713   150.5298
  -48.3196   163.3170
  -29.9124   146.8348
   -3.8094   168.5769
   21.8835   153.6428
   15.6667   168.5739
   16.9510   128.8081
    8.6536   163.7021
   12.0177   173.6313
    1.8245   155.8377
   40.8029   164.5085
   76.3022   161.7590
   57.9810   173.8685
   46.0563  -175.9845
   49.4309   149.4998
   66.8068   154.6975
  105.7918   161.8356
   15.5147   125.6840
   12.1988   157.1543
   17.8815   121.6236
   19.7065   147.9309
   10.8178   147.1077
   15.3264   156.3976
  -23.7888   149.6151
  -26.1205   136.0974
  -24.5566   126.6455
  -10.7072   146.3392
  -28.7708   162.1936
  -42.0753   150.0961
